founded,employees,job_openings,FoundedYears,founded_binary,employees_binary,job_openings_binary
2012.5448798988623,879.0,1.0,,2012.5448798988623,879.0,1.0
2014.0,56.0,1.0,9.0,2014.0,56.0,1.0
2014.0,483.0,1.0,9.0,2014.0,483.0,1.0
2012.5448798988623,262.0,1.0,,2012.5448798988623,262.0,1.0
2018.0,57.0,1.0,5.0,2018.0,57.0,1.0
2016.0,614.0,1.0,7.0,2016.0,614.0,1.0
2017.0,256.0,1.0,6.0,2017.0,256.0,1.0
2018.0,577.0,33.0,5.0,2018.0,577.0,33.0
2013.0,589.0,1.0,10.0,2013.0,589.0,1.0
2012.5448798988623,34.0,1.0,,2012.5448798988623,34.0,1.0
2012.5448798988623,310.0,8.57356076759062,,2012.5448798988623,310.0,8.57356076759062
2017.0,95.0,1.0,6.0,2017.0,95.0,1.0
2016.0,765.0,4.0,7.0,2016.0,765.0,4.0
2016.0,765.0,8.57356076759062,7.0,2016.0,765.0,8.57356076759062
2012.5448798988623,139.0,1.0,,2012.5448798988623,139.0,1.0
2012.5448798988623,624.0,1.0,,2012.5448798988623,624.0,1.0
2012.5448798988623,189.0,1.0,,2012.5448798988623,189.0,1.0
2009.0,764.0,1.0,14.0,2009.0,764.0,1.0
2016.0,218.0,37.0,7.0,2016.0,218.0,37.0
2012.5448798988623,267.0,1.0,,2012.5448798988623,267.0,1.0
1978.0,257.0,1.0,45.0,1978.0,257.0,1.0
2007.0,650.0,179.0,16.0,2007.0,650.0,179.0
2006.0,871.0,8.57356076759062,17.0,2006.0,871.0,8.57356076759062
2006.0,871.0,1.0,17.0,2006.0,871.0,1.0
2015.0,619.0,1.0,8.0,2015.0,619.0,1.0
2011.0,651.0,1.0,12.0,2011.0,651.0,1.0
2014.0,404.0,8.57356076759062,9.0,2014.0,404.0,8.57356076759062
2019.0,539.0,1.0,4.0,2019.0,539.0,1.0
1985.0,163.0,1.0,38.0,1985.0,163.0,1.0
2018.0,58.0,1.0,5.0,2018.0,58.0,1.0
2017.0,56.0,1.0,6.0,2017.0,56.0,1.0
2017.0,94.0,3.0,6.0,2017.0,94.0,3.0
1971.0,88.0,1.0,52.0,1971.0,88.0,1.0
2016.0,537.0,48.0,7.0,2016.0,537.0,48.0
2009.0,402.0,5.0,14.0,2009.0,402.0,5.0
2008.0,897.0,15.0,15.0,2008.0,897.0,15.0
2012.5448798988623,158.0,1.0,,2012.5448798988623,158.0,1.0
2020.0,53.0,1.0,3.0,2020.0,53.0,1.0
2012.0,692.0,4.0,11.0,2012.0,692.0,4.0
1993.0,786.0,63.0,30.0,1993.0,786.0,63.0
2016.0,228.0,1.0,7.0,2016.0,228.0,1.0
2014.0,433.0,1.0,9.0,2014.0,433.0,1.0
2019.0,445.0,8.57356076759062,4.0,2019.0,445.0,8.57356076759062
2016.0,447.0,47.0,7.0,2016.0,447.0,47.0
1980.0,284.0,1.0,43.0,1980.0,284.0,1.0
2015.0,29.0,1.0,8.0,2015.0,29.0,1.0
2011.0,246.0,9.0,12.0,2011.0,246.0,9.0
2009.0,611.0,1.0,14.0,2009.0,611.0,1.0
2017.0,414.0,17.0,6.0,2017.0,414.0,17.0
2012.5448798988623,349.0,1.0,,2012.5448798988623,349.0,1.0
2016.0,894.0,1.0,7.0,2016.0,894.0,1.0
2018.0,423.0,44.0,5.0,2018.0,423.0,44.0
2017.0,692.0,1.0,6.0,2017.0,692.0,1.0
2011.0,877.0,8.57356076759062,12.0,2011.0,877.0,8.57356076759062
2012.5448798988623,841.0,8.57356076759062,,2012.5448798988623,841.0,8.57356076759062
2012.5448798988623,26.0,1.0,,2012.5448798988623,26.0,1.0
2018.0,898.0,1.0,5.0,2018.0,898.0,1.0
2013.0,721.0,1.0,10.0,2013.0,721.0,1.0
2016.0,267.0,33.0,7.0,2016.0,267.0,33.0
2012.5448798988623,66.0,1.0,,2012.5448798988623,66.0,1.0
2018.0,235.0,1.0,5.0,2018.0,235.0,1.0
2012.5448798988623,793.0,1.0,,2012.5448798988623,793.0,1.0
2006.0,107.0,1.0,17.0,2006.0,107.0,1.0
2015.0,148.0,19.0,8.0,2015.0,148.0,19.0
2005.0,87.0,1.0,18.0,2005.0,87.0,1.0
2016.0,110.0,1.0,7.0,2016.0,110.0,1.0
2020.0,226.0,1.0,3.0,2020.0,226.0,1.0
2012.5448798988623,122.0,1.0,,2012.5448798988623,122.0,1.0
2013.0,903.0,8.57356076759062,10.0,2013.0,903.0,8.57356076759062
2011.0,136.0,29.0,12.0,2011.0,136.0,29.0
2012.5448798988623,129.0,1.0,,2012.5448798988623,129.0,1.0
2021.0,33.0,1.0,2.0,2021.0,33.0,1.0
2012.5448798988623,183.0,1.0,,2012.5448798988623,183.0,1.0
2020.0,874.0,8.57356076759062,3.0,2020.0,874.0,8.57356076759062
2017.0,282.0,35.0,6.0,2017.0,282.0,35.0
2020.0,170.0,1.0,3.0,2020.0,170.0,1.0
2020.0,251.0,1.0,3.0,2020.0,251.0,1.0
2014.0,168.0,1.0,9.0,2014.0,168.0,1.0
2017.0,186.0,1.0,6.0,2017.0,186.0,1.0
1947.0,65.0,1.0,76.0,1947.0,65.0,1.0
2012.5448798988623,196.0,1.0,,2012.5448798988623,196.0,1.0
2012.5448798988623,265.0,1.0,,2012.5448798988623,265.0,1.0
2015.0,586.0,59.0,8.0,2015.0,586.0,59.0
2012.0,753.0,1.0,11.0,2012.0,753.0,1.0
1999.0,102.0,1.0,24.0,1999.0,102.0,1.0
2016.0,72.0,1.0,7.0,2016.0,72.0,1.0
2012.5448798988623,36.0,1.0,,2012.5448798988623,36.0,1.0
1994.0,627.0,1.0,29.0,1994.0,627.0,1.0
2013.0,967.0,1.0,10.0,2013.0,967.0,1.0
2012.5448798988623,192.0,1.0,,2012.5448798988623,192.0,1.0
2015.0,530.0,41.0,8.0,2015.0,530.0,41.0
2020.0,46.0,1.0,3.0,2020.0,46.0,1.0
2014.0,890.0,1.0,9.0,2014.0,890.0,1.0
2017.0,213.0,1.0,6.0,2017.0,213.0,1.0
1998.0,722.0,1.0,25.0,1998.0,722.0,1.0
2012.5448798988623,89.0,1.0,,2012.5448798988623,89.0,1.0
2012.5448798988623,165.0,4.0,,2012.5448798988623,165.0,4.0
2016.0,206.0,7.0,7.0,2016.0,206.0,7.0
1997.0,714.0,1.0,26.0,1997.0,714.0,1.0
2005.0,968.0,5.0,18.0,2005.0,968.0,5.0
2006.0,309.0,1.0,17.0,2006.0,309.0,1.0
2012.5448798988623,266.0,1.0,,2012.5448798988623,266.0,1.0
2012.5448798988623,47.0,1.0,,2012.5448798988623,47.0,1.0
2017.0,306.0,28.0,6.0,2017.0,306.0,28.0
2012.5448798988623,146.0,3.0,,2012.5448798988623,146.0,3.0
2009.0,781.0,5.0,14.0,2009.0,781.0,5.0
2021.0,384.0,8.57356076759062,2.0,2021.0,384.0,8.57356076759062
2011.0,820.0,1.0,12.0,2011.0,820.0,1.0
2020.0,50.0,1.0,3.0,2020.0,50.0,1.0
2017.0,388.0,7.0,6.0,2017.0,388.0,7.0
2012.5448798988623,86.0,1.0,,2012.5448798988623,86.0,1.0
2016.0,127.0,16.0,7.0,2016.0,127.0,16.0
2017.0,387.0,1.0,6.0,2017.0,387.0,1.0
2013.0,232.0,41.0,10.0,2013.0,232.0,41.0
2008.0,725.0,1.0,15.0,2008.0,725.0,1.0
2017.0,553.0,52.0,6.0,2017.0,553.0,52.0
2012.5448798988623,259.0,28.0,,2012.5448798988623,259.0,28.0
1995.0,184.0,1.0,28.0,1995.0,184.0,1.0
2015.0,249.0,4.0,8.0,2015.0,249.0,4.0
2014.0,231.0,2.0,9.0,2014.0,231.0,2.0
2015.0,992.0,9.0,8.0,2015.0,992.0,9.0
2022.0,812.0,8.57356076759062,1.0,2022.0,812.0,8.57356076759062
2016.0,409.0,47.0,7.0,2016.0,409.0,47.0
1993.0,346.0,1.0,30.0,1993.0,346.0,1.0
2016.0,167.0,1.0,7.0,2016.0,167.0,1.0
2019.0,43.0,1.0,4.0,2019.0,43.0,1.0
1997.0,108.0,1.0,26.0,1997.0,108.0,1.0
2017.0,209.0,1.0,6.0,2017.0,209.0,1.0
2012.5448798988623,125.0,1.0,,2012.5448798988623,125.0,1.0
2014.0,391.0,8.57356076759062,9.0,2014.0,391.0,8.57356076759062
2011.0,366.0,1.0,12.0,2011.0,366.0,1.0
2017.0,461.0,24.0,6.0,2017.0,461.0,24.0
2018.0,250.0,20.0,5.0,2018.0,250.0,20.0
2018.0,240.0,1.0,5.0,2018.0,240.0,1.0
2012.5448798988623,572.0,1.0,,2012.5448798988623,572.0,1.0
2016.0,128.0,1.0,7.0,2016.0,128.0,1.0
2015.0,78.0,1.0,8.0,2015.0,78.0,1.0
2012.0,585.0,1.0,11.0,2012.0,585.0,1.0
2007.0,423.0,8.57356076759062,16.0,2007.0,423.0,8.57356076759062
2019.0,33.0,1.0,4.0,2019.0,33.0,1.0
2012.5448798988623,691.0,8.57356076759062,,2012.5448798988623,691.0,8.57356076759062
2017.0,273.0,33.0,6.0,2017.0,273.0,33.0
2018.0,53.0,1.0,5.0,2018.0,53.0,1.0
2017.0,341.0,8.57356076759062,6.0,2017.0,341.0,8.57356076759062
2018.0,22.0,1.0,5.0,2018.0,22.0,1.0
2014.0,424.0,1.0,9.0,2014.0,424.0,1.0
1963.0,66.0,1.0,60.0,1963.0,66.0,1.0
2016.0,273.0,23.0,7.0,2016.0,273.0,23.0
2016.0,287.0,24.0,7.0,2016.0,287.0,24.0
2012.5448798988623,305.0,1.0,,2012.5448798988623,305.0,1.0
2019.0,270.0,1.0,4.0,2019.0,270.0,1.0
2016.0,580.0,65.0,7.0,2016.0,580.0,65.0
2015.0,376.0,28.0,8.0,2015.0,376.0,28.0
2007.0,268.0,1.0,16.0,2007.0,268.0,1.0
2011.0,362.0,34.0,12.0,2011.0,362.0,34.0
2016.0,40.0,1.0,7.0,2016.0,40.0,1.0
2018.0,381.0,21.0,5.0,2018.0,381.0,21.0
2012.5448798988623,474.0,1.0,,2012.5448798988623,474.0,1.0
1956.0,317.0,1.0,67.0,1956.0,317.0,1.0
2018.0,79.0,1.0,5.0,2018.0,79.0,1.0
2017.0,63.0,1.0,6.0,2017.0,63.0,1.0
1988.0,440.0,3.0,35.0,1988.0,440.0,3.0
2016.0,136.0,1.0,7.0,2016.0,136.0,1.0
2019.0,407.0,1.0,4.0,2019.0,407.0,1.0
2020.0,773.0,8.57356076759062,3.0,2020.0,773.0,8.57356076759062
2015.0,434.0,1.0,8.0,2015.0,434.0,1.0
2018.0,276.0,1.0,5.0,2018.0,276.0,1.0
2015.0,665.0,49.0,8.0,2015.0,665.0,49.0
2004.0,287.0,13.0,19.0,2004.0,287.0,13.0
2015.0,68.0,300.0,8.0,2015.0,68.0,300.0
2012.5448798988623,550.0,1.0,,2012.5448798988623,550.0,1.0
2018.0,149.0,1.0,5.0,2018.0,149.0,1.0
2012.5448798988623,840.0,1.0,,2012.5448798988623,840.0,1.0
2012.5448798988623,840.0,8.57356076759062,,2012.5448798988623,840.0,8.57356076759062
2018.0,85.0,1.0,5.0,2018.0,85.0,1.0
2001.0,198.0,1.0,22.0,2001.0,198.0,1.0
2018.0,198.0,1.0,5.0,2018.0,198.0,1.0
2020.0,106.0,1.0,3.0,2020.0,106.0,1.0
2022.0,557.0,8.57356076759062,1.0,2022.0,557.0,8.57356076759062
2013.0,266.0,1.0,10.0,2013.0,266.0,1.0
2018.0,811.0,1.0,5.0,2018.0,811.0,1.0
2012.5448798988623,665.0,1.0,,2012.5448798988623,665.0,1.0
2020.0,132.0,1.0,3.0,2020.0,132.0,1.0
2012.5448798988623,462.0,1.0,,2012.5448798988623,462.0,1.0
2012.5448798988623,160.0,1.0,,2012.5448798988623,160.0,1.0
2017.0,486.0,1.0,6.0,2017.0,486.0,1.0
2017.0,86.0,1.0,6.0,2017.0,86.0,1.0
2018.0,101.0,1.0,5.0,2018.0,101.0,1.0
2012.5448798988623,640.0,8.57356076759062,,2012.5448798988623,640.0,8.57356076759062
2012.5448798988623,248.0,1.0,,2012.5448798988623,248.0,1.0
2013.0,363.0,28.0,10.0,2013.0,363.0,28.0
2012.5448798988623,221.0,1.0,,2012.5448798988623,221.0,1.0
2015.0,712.0,61.0,8.0,2015.0,712.0,61.0
2011.0,160.0,1.0,12.0,2011.0,160.0,1.0
2020.0,224.0,1.0,3.0,2020.0,224.0,1.0
2015.0,700.0,42.0,8.0,2015.0,700.0,42.0
2016.0,114.0,6.0,7.0,2016.0,114.0,6.0
2012.0,83.0,1.0,11.0,2012.0,83.0,1.0
2017.0,97.0,12.0,6.0,2017.0,97.0,12.0
2016.0,282.0,11.0,7.0,2016.0,282.0,11.0
2003.0,121.0,1.0,20.0,2003.0,121.0,1.0
2015.0,72.0,1.0,8.0,2015.0,72.0,1.0
2012.5448798988623,102.0,1.0,,2012.5448798988623,102.0,1.0
2012.5448798988623,217.0,1.0,,2012.5448798988623,217.0,1.0
2012.5448798988623,121.0,1.0,,2012.5448798988623,121.0,1.0
2012.5448798988623,505.0,1.0,,2012.5448798988623,505.0,1.0
1997.0,886.0,2.0,26.0,1997.0,886.0,2.0
2012.5448798988623,118.0,5.0,,2012.5448798988623,118.0,5.0
2012.5448798988623,396.0,8.57356076759062,,2012.5448798988623,396.0,8.57356076759062
2017.0,84.0,1.0,6.0,2017.0,84.0,1.0
2004.0,597.0,1.0,19.0,2004.0,597.0,1.0
2018.0,149.0,13.0,5.0,2018.0,149.0,13.0
2019.0,94.0,1.0,4.0,2019.0,94.0,1.0
2016.0,151.0,2.0,7.0,2016.0,151.0,2.0
2012.5448798988623,153.0,1.0,,2012.5448798988623,153.0,1.0
2001.0,221.0,21.0,22.0,2001.0,221.0,21.0
2013.0,215.0,2.0,10.0,2013.0,215.0,2.0
2014.0,424.0,1.0,9.0,2014.0,424.0,1.0
2017.0,298.0,1.0,6.0,2017.0,298.0,1.0
2009.0,457.0,19.0,14.0,2009.0,457.0,19.0
2016.0,30.0,1.0,7.0,2016.0,30.0,1.0
2013.0,305.0,3.0,10.0,2013.0,305.0,3.0
2019.0,216.0,5.0,4.0,2019.0,216.0,5.0
2017.0,286.0,1.0,6.0,2017.0,286.0,1.0
2015.0,203.0,1.0,8.0,2015.0,203.0,1.0
2016.0,94.0,13.0,7.0,2016.0,94.0,13.0
2016.0,258.0,30.0,7.0,2016.0,258.0,30.0
2013.0,222.0,1.0,10.0,2013.0,222.0,1.0
2021.0,509.0,8.57356076759062,2.0,2021.0,509.0,8.57356076759062
2012.5448798988623,552.0,8.57356076759062,,2012.5448798988623,552.0,8.57356076759062
2014.0,170.0,5.0,9.0,2014.0,170.0,5.0
2012.5448798988623,183.0,11.0,,2012.5448798988623,183.0,11.0
2006.0,221.0,1.0,17.0,2006.0,221.0,1.0
2019.0,218.0,1.0,4.0,2019.0,218.0,1.0
1999.0,258.0,1.0,24.0,1999.0,258.0,1.0
2014.0,87.0,1.0,9.0,2014.0,87.0,1.0
2010.0,704.0,8.57356076759062,13.0,2010.0,704.0,8.57356076759062
2018.0,624.0,5.0,5.0,2018.0,624.0,5.0
1888.0,426.0,1.0,135.0,1888.0,426.0,1.0
2013.0,145.0,2.0,10.0,2013.0,145.0,2.0
2014.0,551.0,23.0,9.0,2014.0,551.0,23.0
2019.0,286.0,1.0,4.0,2019.0,286.0,1.0
2015.0,469.0,2.0,8.0,2015.0,469.0,2.0
2012.5448798988623,78.0,1.0,,2012.5448798988623,78.0,1.0
2012.0,229.0,10.0,11.0,2012.0,229.0,10.0
2020.0,335.0,1.0,3.0,2020.0,335.0,1.0
2012.5448798988623,142.0,1.0,,2012.5448798988623,142.0,1.0
2012.5448798988623,107.0,1.0,,2012.5448798988623,107.0,1.0
2016.0,273.0,1.0,7.0,2016.0,273.0,1.0
2016.0,92.0,1.0,7.0,2016.0,92.0,1.0
2012.0,401.0,25.0,11.0,2012.0,401.0,25.0
2021.0,775.0,8.57356076759062,2.0,2021.0,775.0,8.57356076759062
2020.0,505.0,8.57356076759062,3.0,2020.0,505.0,8.57356076759062
2020.0,505.0,8.57356076759062,3.0,2020.0,505.0,8.57356076759062
2011.0,83.0,1.0,12.0,2011.0,83.0,1.0
2021.0,411.0,1.0,2.0,2021.0,411.0,1.0
2021.0,411.0,8.57356076759062,2.0,2021.0,411.0,8.57356076759062
2012.5448798988623,957.0,8.57356076759062,,2012.5448798988623,957.0,8.57356076759062
2015.0,140.0,1.0,8.0,2015.0,140.0,1.0
2016.0,315.0,1.0,7.0,2016.0,315.0,1.0
2017.0,303.0,12.0,6.0,2017.0,303.0,12.0
1979.0,257.0,1.0,44.0,1979.0,257.0,1.0
2016.0,75.0,1.0,7.0,2016.0,75.0,1.0
2012.5448798988623,183.0,11.0,,2012.5448798988623,183.0,11.0
2018.0,80.0,1.0,5.0,2018.0,80.0,1.0
2019.0,445.0,2.0,4.0,2019.0,445.0,2.0
2005.0,487.0,1.0,18.0,2005.0,487.0,1.0
2018.0,689.0,1.0,5.0,2018.0,689.0,1.0
2018.0,689.0,8.57356076759062,5.0,2018.0,689.0,8.57356076759062
2015.0,285.0,15.0,8.0,2015.0,285.0,15.0
2012.5448798988623,171.0,1.0,,2012.5448798988623,171.0,1.0
2016.0,402.0,21.0,7.0,2016.0,402.0,21.0
2012.5448798988623,84.0,1.0,,2012.5448798988623,84.0,1.0
2013.0,162.0,4.0,10.0,2013.0,162.0,4.0
2012.5448798988623,322.0,68.0,,2012.5448798988623,322.0,68.0
2011.0,601.0,1.0,12.0,2011.0,601.0,1.0
1997.0,216.0,11.0,26.0,1997.0,216.0,11.0
2012.5448798988623,408.0,1.0,,2012.5448798988623,408.0,1.0
2019.0,133.0,1.0,4.0,2019.0,133.0,1.0
2014.0,197.0,7.0,9.0,2014.0,197.0,7.0
1989.0,145.0,1.0,34.0,1989.0,145.0,1.0
2008.0,223.0,4.0,15.0,2008.0,223.0,4.0
2012.5448798988623,134.0,16.0,,2012.5448798988623,134.0,16.0
2020.0,170.0,1.0,3.0,2020.0,170.0,1.0
2020.0,962.0,1.0,3.0,2020.0,962.0,1.0
2012.5448798988623,567.0,50.0,,2012.5448798988623,567.0,50.0
2020.0,72.0,1.0,3.0,2020.0,72.0,1.0
2017.0,95.0,1.0,6.0,2017.0,95.0,1.0
2012.5448798988623,219.0,24.0,,2012.5448798988623,219.0,24.0
2020.0,62.0,1.0,3.0,2020.0,62.0,1.0
2011.0,342.0,47.0,12.0,2011.0,342.0,47.0
2012.5448798988623,30.0,1.0,,2012.5448798988623,30.0,1.0
2018.0,226.0,1.0,5.0,2018.0,226.0,1.0
2016.0,298.0,1.0,7.0,2016.0,298.0,1.0
2015.0,145.0,1.0,8.0,2015.0,145.0,1.0
2017.0,114.0,11.0,6.0,2017.0,114.0,11.0
2016.0,140.0,1.0,7.0,2016.0,140.0,1.0
2013.0,246.0,10.0,10.0,2013.0,246.0,10.0
2012.0,257.0,1.0,11.0,2012.0,257.0,1.0
1976.0,449.0,8.57356076759062,47.0,1976.0,449.0,8.57356076759062
2020.0,86.0,1.0,3.0,2020.0,86.0,1.0
2012.5448798988623,441.0,112.0,,2012.5448798988623,441.0,112.0
2016.0,649.0,8.57356076759062,7.0,2016.0,649.0,8.57356076759062
2016.0,102.0,1.0,7.0,2016.0,102.0,1.0
2012.5448798988623,77.0,1.0,,2012.5448798988623,77.0,1.0
2015.0,66.0,1.0,8.0,2015.0,66.0,1.0
2012.5448798988623,122.0,1.0,,2012.5448798988623,122.0,1.0
2012.5448798988623,459.0,1.0,,2012.5448798988623,459.0,1.0
2018.0,558.0,8.57356076759062,5.0,2018.0,558.0,8.57356076759062
2017.0,279.0,5.0,6.0,2017.0,279.0,5.0
2012.5448798988623,212.0,25.0,,2012.5448798988623,212.0,25.0
2017.0,104.0,11.0,6.0,2017.0,104.0,11.0
2012.5448798988623,181.0,1.0,,2012.5448798988623,181.0,1.0
2012.5448798988623,315.0,1.0,,2012.5448798988623,315.0,1.0
2012.5448798988623,565.0,1.0,,2012.5448798988623,565.0,1.0
2021.0,92.0,1.0,2.0,2021.0,92.0,1.0
2016.0,329.0,1.0,7.0,2016.0,329.0,1.0
2012.5448798988623,206.0,1.0,,2012.5448798988623,206.0,1.0
2012.0,757.0,58.0,11.0,2012.0,757.0,58.0
2017.0,87.0,5.0,6.0,2017.0,87.0,5.0
2017.0,158.0,3.0,6.0,2017.0,158.0,3.0
2014.0,444.0,6.0,9.0,2014.0,444.0,6.0
2015.0,985.0,34.0,8.0,2015.0,985.0,34.0
2012.5448798988623,220.0,23.0,,2012.5448798988623,220.0,23.0
1946.0,437.0,1.0,77.0,1946.0,437.0,1.0
